lane,lab_id,study,species,#ariba_ref_name,ref_name,gene,var_only,flag,reads,cluster,ref_len,ref_base_assembled,pc_ident,ctg,ctg_len,ctg_cov,known_var,var_type,var_seq_type,known_var_change,has_known_var,ref_ctg_change,ref_ctg_effect,ref_start,ref_end,ref_nt,ctg_start,ctg_end,ctg_nt,smtls_total_depth,smtls_nts,smtls_nts_depth,var_description,free_text
28099_1_54,CAB15B,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,27,226,catB3,633,633,100,catB3.l15.c4.ctg.1,1668,20.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_55,CAB18D,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_57,CAD120,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_58,CAB15A,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_59,CAB18C,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,288,catB3,633,442,100,catB3.l15.c17.ctg.1,1352,31.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_61,CAH10J,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_62,CAB158,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_63,CAJ10S,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_65,CAI10H,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_66,CAB157,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,308,catB3,633,442,100,catB3.l15.c4.ctg.1,1596,28.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_69,CAJ10D,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_70,CAB14Y,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_71,CAD11V,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,27,246,catB3,633,633,100,catB3.l15.c4.ctg.1,1747,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_73,CAB15S,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_74,CAB138,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_75,CAD11U,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,290,catB3,633,442,100,catB3.l6.c17.ctg.1,1316,32.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_77,CAC13H,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_78,CAB12E,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,362,catB3,633,442,100,catB3.l6.c17.ctg.1,1608,33.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_79,CAI113,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,292,catB3,633,442,100,catB3.l15.c4.ctg.1,1568,27.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_81,CAC132,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_82,CAB11X,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_83,CAE12Z,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_85,CAD10H,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,300,catB3,633,442,100,catB3.l15.c17.ctg.1,1430,31.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_86,CAB11P,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_87,CAF11H,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_89,CAD141,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,364,catB3,633,442,100,catB3.l6.c4.ctg.1,1500,36.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_90,CAC10X,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,112,catB3,633,442,100,catB3.l15.c4.ctg.1,1312,12.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_91,CAD12P,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_93,CAG11T,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_94,CAC11A,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_95,CAD12M,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,232,catB3,633,442,100,catB3.l15.c4.ctg.1,1563,22.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_98,CAH10I,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_99,CAC114,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_100,CAD12L,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_102,CAI10H,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_103,CAC10W,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_104,CAD12K,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_106,CAI10X,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_107,CAC10M,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_110,CAB15V,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_111,CAC10I,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_112,CAC14J,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,422,catB3,633,442,100,catB3.l15.c4.ctg.1,1508,41.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_114,CAC13G,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,378,catB3,633,442,100,catB3.l15.c4.ctg.1,1577,36.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_115,CAC10G,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_116,CAB199,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,336,catB3,633,442,100,catB3.l15.c4.ctg.1,1688,29.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_118,CAC131,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,372,catB3,633,442,100,catB3.l6.c30.ctg.1,1476,37.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_119,CAC10C,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_120,CAB190,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_123,CAC108,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,274,catB3,633,442,100,catB3.l15.c4.ctg.1,1395,29.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_125,CAB195,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,396,catB3,633,442,100,catB3.l15.c4.ctg.1,1531,38.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_127,CAD13Y,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,406,catB3,633,442,100,catB3.l15.c4.ctg.1,1570,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_128,CAC106,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_129,CAB194,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,820,catB3,633,442,100,catB3.l6.c17.ctg.1,1339,91.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_131,CAG11H,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_132,CAB114,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_133,CAC14R,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_135,CAH10B,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_136,CAB116,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_137,CAC14S,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_139,CAI10C,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_141,CAC14G,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,204,catB3,633,442,100,catB3.l15.c4.ctg.1,1529,19.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_143,CAI10W,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_144,CAB111,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_145,CAD12G,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_148,CAB10Z,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,290,catB3,633,442,100,catB3.l15.c4.ctg.1,1645,26.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_149,CAD12D,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,230,catB3,633,442,100,catB3.l15.c4.ctg.1,1607,21.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_151,CAC13D,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,336,catB3,633,442,100,catB3.l15.c4.ctg.1,1487,33.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_152,CAB10T,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,296,catB3,633,442,100,catB3.l15.c4.ctg.1,1439,30.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_153,CAD12F,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,528,38,catB3,633,442,99.77,catB3.l6.c4.ctg.1,775,7,0,.,p,.,0,P88S,NONSYN,262,264,CCG,406,408,TCG,6;7;7,T;C;G,6;7;7,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_155,CAC130,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,310,catB3,633,442,100,catB3.l6.c30.ctg.1,1524,30.3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_156,CAB10R,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,186,catB3,633,442,100,catB3.l15.c4.ctg.1,1388,20.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_157,CAD12H,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_159,CAD107,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_160,CAB16C,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,508,catB3,633,442,100,catB3.l15.c4.ctg.1,1566,48.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_161,CAD12M,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_163,CAD13W,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,298,catB3,633,442,100,catB3.l15.c4.ctg.1,1381,32.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_165,CAD14P,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,268,catB3,633,442,100,catB3.l15.c4.ctg.1,1543,26.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_167,CAG11D,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_168,CAB16L,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,278,catB3,633,442,100,catB3.l15.c4.ctg.1,1673,24.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_169,CAC14I,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,1372,catB3,633,442,100,catB3.l15.c4.ctg.1,1490,137.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_171,CAH10A,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,244,catB3,633,442,100,catB3.l6.c17.ctg.1,1487,24.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_172,CAB16G,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,322,catB3,633,442,100,catB3.l15.c4.ctg.1,1495,32.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_173,CAN10W,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_175,CAI10A,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,212,catB3,633,442,100,catB3.l15.c4.ctg.1,1384,23.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"catB3;b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.'"
28099_1_176,CAB16I,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28099_1_177,CAF11G,DASSIM,E. coli,catB3.3002676.JX101693.1.58200_58833.5450,catB3.3002676.JX101693.1.58200_58833.5450,1,0,16,308,catB3,633,442,100,catB3.l15.c17.ctg.1,1499,30.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"b'catB3 is a plasmid or chromosome-encoded variant of the cat gene found in Salmonella typhimurium, Acinetobacter baumannii and Escherichia coli.';catB3"
28099_1_179,CAI10U,DASSIM,E. coli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
